Date,Markowitz MVO,Random Forest,Equal Weight,Risk Parity
2016-07-11,0.004667,0.007077,0.004014,0.003331
2016-07-12,0.003232,0.011838,0.008891,0.007278
2016-07-13,0.002670,0.001623,0.003092,0.003323
2016-07-14,0.005345,0.007250,0.006014,0.004858
2016-07-15,-0.001696,0.000270,0.000593,0.000746
2016-07-18,0.002827,0.000485,0.001389,0.001141
2016-07-19,0.007815,0.003392,0.000474,0.000909
2016-07-20,0.004019,0.002188,0.004208,0.002980
2016-07-21,-0.005350,-0.004340,-0.003740,-0.003289
2016-07-22,0.006571,0.008054,0.003755,0.003955
2016-07-25,-0.002029,0.002998,-0.002558,-0.002868
2016-07-26,0.000690,0.010108,0.002547,0.000596
2016-07-27,0.007083,-0.002313,-0.000109,-0.001376
2016-07-28,0.005058,-0.000218,0.000810,0.000947
2016-07-29,0.006404,0.005926,0.002606,0.002916
2016-08-01,0.001382,-0.004988,-0.003781,-0.003666
2016-08-02,-0.006503,-0.001653,-0.003840,-0.003301
2016-08-03,0.001069,0.000136,0.003750,0.002620
2016-08-04,0.005262,0.002974,0.001436,0.001030
2016-08-05,0.008188,0.003983,0.007146,0.005477
2016-08-08,0.000275,0.002447,0.001439,0.000961
2016-08-09,0.001686,0.001647,0.001060,0.001125
2016-08-10,-0.001990,-0.001958,-0.002947,-0.002189
2016-08-11,0.005258,0.006223,0.004270,0.003827
2016-08-12,0.010641,0.014295,0.004104,0.003517
2016-08-15,-0.001740,0.001465,0.003282,0.002717
2016-08-16,-0.006758,-0.003423,-0.002828,-0.003507
2016-08-17,-0.002617,-0.002977,0.000197,0.000986
2016-08-18,0.002395,0.004542,0.001588,0.001398
2016-08-19,0.000500,-0.001203,-0.000697,-0.001120
2016-08-22,-0.000618,-0.000927,-0.000649,-0.000975
2016-08-23,0.003506,0.003855,0.002388,0.002421
2016-08-24,-0.009421,-0.005560,-0.004772,-0.004475
2016-08-25,-0.004889,-0.001149,-0.000954,-0.000765
2016-08-26,-0.001348,-0.002885,-0.003432,-0.004085
2016-08-29,0.003629,0.005348,0.005333,0.005584
2016-08-30,-0.004083,-0.004999,-0.001802,-0.002493
2016-08-31,-0.003510,-0.001801,-0.002181,-0.001827
2016-09-01,0.005328,0.003984,0.001835,0.001846
2016-09-02,0.004130,0.003013,0.004285,0.004534
2016-09-06,0.002053,0.003528,0.002507,0.002819
2016-09-07,-0.001582,0.000220,-0.000600,-0.000718
2016-09-08,-0.002506,0.000295,-0.002119,-0.002370
2016-09-09,-0.028353,-0.031533,-0.024893,-0.024894
2016-09-12,0.015948,0.017505,0.014786,0.015132
2016-09-13,-0.012073,-0.015849,-0.013000,-0.013180
2016-09-14,0.005251,0.003531,0.003362,0.002826
2016-09-15,0.017207,0.015212,0.013092,0.012314
2016-09-16,0.004550,0.003073,-0.002503,-0.002316
2016-09-19,0.002452,0.002788,-0.000047,-0.000501
2016-09-20,-0.002467,-0.001345,-0.000970,-0.000545
2016-09-21,0.016712,0.015819,0.009992,0.009064
2016-09-22,0.007892,0.007136,0.007166,0.007652
2016-09-23,-0.003823,-0.005434,-0.006656,-0.006439
2016-09-26,-0.006380,-0.007057,-0.007373,-0.007111
2016-09-27,0.011739,0.012316,0.008294,0.007899
2016-09-28,0.003460,0.009231,0.008927,0.007819
2016-09-29,-0.009831,-0.002670,-0.008046,-0.007924
2016-09-30,0.007369,0.010754,0.009160,0.008780
2016-10-03,-0.004338,-0.004691,-0.003904,-0.004133
2016-10-04,-0.003876,-0.004508,-0.004682,-0.005173
2016-10-05,-0.000828,0.005079,0.004304,0.003245
2016-10-06,-0.004292,-0.002889,-0.000426,-0.000389
2016-10-07,-0.000909,0.000533,-0.005969,-0.005470
2016-10-10,0.007522,0.002777,0.004741,0.004194
2016-10-11,-0.014001,-0.009767,-0.009942,-0.009713
2016-10-12,0.004095,0.004313,0.003414,0.003608
2016-10-13,-0.002712,-0.004159,-0.002347,-0.001748
2016-10-14,0.001690,0.004903,0.002664,0.001865
2016-10-17,0.000872,-0.002526,-0.001835,-0.001388
2016-10-18,0.014595,0.008258,0.008358,0.007224
2016-10-19,-0.000705,0.002147,0.002419,0.001735
2016-10-20,0.005331,0.001102,-0.001062,-0.001950
2016-10-21,0.002267,-0.003261,0.000016,-0.001139
2016-10-24,0.014178,0.012384,0.006557,0.005536
2016-10-25,0.002976,0.003481,0.000816,0.001350
2016-10-26,-0.005544,0.000951,-0.001673,-0.001687
2016-10-27,-0.007490,-0.006168,-0.005461,-0.004767
2016-10-28,-0.004563,-0.000166,-0.001929,-0.001850
2016-10-31,0.006545,0.005658,0.001643,0.001603
2016-11-01,-0.014891,-0.013169,-0.009372,-0.008892
2016-11-02,-0.005182,-0.007644,-0.006443,-0.006377
2016-11-03,-0.006797,-0.003653,-0.003483,-0.003130
2016-11-04,-0.003718,-0.001408,-0.003079,-0.003330
2016-11-07,0.029875,0.024612,0.024865,0.023295
2016-11-08,0.003008,0.005065,0.004302,0.004769
2016-11-09,-0.005329,0.000313,0.009157,0.006526
2016-11-10,-0.012653,-0.018087,-0.002626,-0.005707
2016-11-11,0.058663,0.056091,0.018316,0.012635
2016-11-14,-0.007628,-0.010679,0.000721,0.000284
2016-11-15,0.011306,0.015849,0.009132,0.008898
2016-11-16,0.017602,0.012797,0.002018,0.001461
2016-11-17,0.003880,-0.000652,0.001636,0.000754
2016-11-18,0.000855,0.003059,-0.001132,-0.001533
2016-11-21,0.003123,0.004568,0.005526,0.005721
2016-11-22,0.002664,0.007596,0.004508,0.004359
2016-11-23,0.000352,0.005885,0.004963,0.004700
2016-11-25,0.002250,0.004706,0.002773,0.003632
2016-11-28,-0.000876,0.001268,-0.001406,-0.000953
2016-11-29,0.007278,-0.003853,0.003990,0.003598
2016-11-30,-0.007162,-0.007574,-0.001150,-0.003162
2016-12-01,-0.012735,-0.010986,-0.002513,-0.002449
2016-12-02,0.002609,0.003284,-0.000974,-0.000385
2016-12-05,0.009231,0.008531,0.007129,0.005955
2016-12-06,0.003520,0.006111,0.003528,0.003025
2016-12-07,0.016514,0.012989,0.016907,0.016604
2016-12-08,-0.003359,-0.007700,-0.000513,-0.001061
2016-12-09,0.002546,0.005580,0.006016,0.007314
2016-12-12,-0.000165,0.001538,0.001025,0.002550
2016-12-13,0.009661,0.007047,0.007570,0.006862
2016-12-14,0.003779,0.001654,-0.005676,-0.007496
2016-12-15,0.007440,0.009808,0.006668,0.006197
2016-12-16,0.010731,0.004348,0.001118,0.001779
2016-12-19,0.003680,0.004495,0.003222,0.002776
2016-12-20,0.007022,0.008472,0.003216,0.001692
2016-12-21,-0.001291,-0.001174,-0.002059,-0.002279
2016-12-22,0.002482,0.005331,0.001010,0.001106
